name,tel,address,商店編號,lng,lat,X,Y
全家興南店,227552227,台北市大安區復興南路二段８號及１０號,10197,121.5433475,25.0328736,352204.549,2769621.491
全家復豐店,227555927,台北市大安區復興南路１段２５７號１樓,59160,121.544113,25.034036,352283.176,2769749.399
全家懷生店,227763718,台北市大安區復興南路１段７０號,14559,121.544113,25.034036,352283.176,2769749.399
全家正興店,227316936,台北市大安區忠孝東路三段２４８巷６號,59760,121.5411411,25.0412708,351991.937,2770553.905
全家安勝店,227790263,台北市大安區忠孝東路四段１８１巷６號１樓,61447,121.5507046,25.0419442,352957.671,2770618.117
全家統領店,227112125,台北市大安區忠孝東路四段１８１巷７弄２１號１樓部份,58020,121.5517587,25.0421803,353064.306,2770643.127
全家延吉店,227412630,台北市大安區忠孝東路四段２１６巷３１號,10003,121.553054,25.0395997,353191.942,2770355.921
全家昌隆店,287733114,台北市大安區忠孝東路３段２１７巷２弄１號１樓,16506,121.5398526,25.0437034,351864.837,2770824.725
全家龍普店,287733622,台北市大安區忠孝東路４段１７０巷６弄２號,14423,121.5507892,25.0413024,352965.445,2770546.945
全家忠孝光復店,227790255,台北市大安區忠孝東路４段３０２號１樓東側部分,60528,121.5563871,25.0411551,353530.085,2770524.594
全家忠孝延吉店,227754165,台北市大安區忠孝東路４段３１５號１樓,60878,121.5559331,25.0416119,353484.818,2770575.675
全家忠孝店,227780668,台北市大安區敦化南路一段１９０巷７號,52097,121.5482022,25.0427355,352706.126,2770708.463
全家新遠企店,227323623,台北市大安區敦化南路二段２６１號,14201,121.5491738,25.0256108,352783.829,2768810.802
全家敦鼎店,227018593,台北市大安區敦化南路二段７７號１樓右側空間,58876,121.5491676,25.0301126,352788.546,2769309.396
全家敦新店,227057671,台北市大安區敦安里仁愛路四段１１２巷５號一樓,15882,121.5497423,25.0369716,352854.676,2770068.428
全家通昌店,223256420,台北市大安區文昌街１４２號壹樓全部,54482,121.5532532,25.0324858,353203.619,2769567.822
全家新生南路店,227035220,台北市大安區新生南路一段１６３號,10085,121.532988,25.0343293,351160.973,2769794.003
全家大森店,227005349,台北市大安區新生南路一段１６５巷３５號,56790,121.5360515,25.0342136,351469.953,2769777.842
全家台新店,223626210,台北市大安區新生南路三段８４之８號,11819,121.5334736,25.0188981,351191.46,2768084.417
全家新北科店,227712202,台北市大安區新生南路１段１號光華樓１樓部分空間,59674,121.533227,25.044019,351196.72,2770866.909
全家泰順店,223634365,台北市大安區泰順街２０號１樓（部分範圍）,59500,121.5314138,25.0252791,350991.257,2768793.386
全家潮州店,223917239,台北市大安區潮州街８０號１樓,62990,121.5243668,25.0291353,350284.789,2769228.205
全家濟南二店,287734589,台北市大安區濟南路３段７號,51735,121.5336487,25.0403001,351234.804,2770454.567
全家瑞和店,227049888,台北市大安區瑞安街１３５巷２８號１樓,14503,121.5416741,25.0264997,352028.091,2768917.38
全家羅騰店,223651801,台北市大安區羅斯福路三段２６９巷２號,54169,121.5306737,25.0189915,350909.017,2768097.824
全家羅中店,223924175,台北市大安區羅斯福路二段１７號１Ｆ,10706,121.521944,25.0281109,350039.07,2769117.415
全家台福店,283691892,台北市大安區羅斯福路四段１號腳踏車部部份空間,51140,121.5374454,25.0178915,351591.076,2767968.599
全家台大楓林店,223675017,台北市大安區羅斯福路四段１號（女九餐廳）,57548,121.5348371,25.0147271,351324.063,2767620.977
全家台大二活店,223661941,台北市大安區羅斯福路四段８５號（第二學生活動中心）,12701,121.536638,25.0129394,351503.67,2767421.019
全家古亭店,223673372,台北市大安區羅斯福路２段１０３號,14431,121.5245431,25.0246795,350297.202,2768734.515
全家台一宿舍店,223672617,台北市大安區羅斯福路４段１號台大大一女北側餐廳,60038,121.5346063,25.0153554,351301.523,2767690.815
全家臨江店,227322438,台北市大安區臨江街２巷２號,57497,121.5568909,25.0293856,353567.02,2769220.549
全家二繽店,227372960,台北市大安區辛亥路三段３３０號,55392,121.5530214,25.0135446,353157.814,2767470.286
全家辛亥店,223778503,台北市大安區辛亥路二段１７１巷３號,10462,121.5412116,25.0219394,351975.979,2768412.816
全家通和店,227331503,台北市大安區通安街７７號,14420,121.5533121,25.0303352,353207.017,2769329.574
全家台興店,227324804,台北市大安區長興街５０號,55746,121.5453762,25.0158108,352388.954,2767729.537
